_id,words,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,timestamp
64aedefc73193c702e10395a,interest play high group say make turn of people turn,,118.48,88.46,157.97,87.41,"39,4,0,1",words,10,-1,0,3.95,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181948000
64aedef473193c702e103917,after early general from turn now then form for want,,150.72,100,150.72,53.12,"52,0,0,0",words,10,-1,3,4.14,0,6.23,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181940000
64aedee273193c702e103882,it increase which new like must play might no if,,164.57,100,164.57,96.85,"48,0,0,0",words,10,-1,0,3.5,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181922000
64aededa73193c702e103837,up not one say under while tell that through feel,,164.71,100,164.71,92.36,"49,0,0,0",words,10,-1,3,3.57,0,4.42,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181914000
64aedecb73193c702e1037bd,both than some own another few turn however order at,,170.03,100,170.03,94.3,"52,0,0,0",words,10,-1,6,3.67,0,11.78,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181899000
64aedeb373193c702e1036e1,should have which point write here since last child some,,142.07,96.61,142.07,69.59,"56,0,0,0",words,10,-1,0,4.73,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181875000
64aedeaa73193c702e103689,long a while show get number mean line down before,,165.29,100,165.29,96.52,"50,0,0,0",words,10,-1,0,3.63,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181866000
64aedea273193c702e10364a,she govern place all ask first small life first number,,144,94.44,162,92.93,"48,2,0,0",words,10,-1,0,4,1,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181858000
64aede9973193c702e1035f7,day about since play what off see during it time,,166.47,100,166.47,73,"48,0,0,0",words,10,-1,1,3.46,0,3.05,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181849000
64aede8c73193c702e103575,because nation here must much thing state problem people number,,150.6,100,150.6,57.53,"63,0,0,0",words,10,-1,3,5.02,0,4.19,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181836000
64aede7973193c702e1034df,may real would much then leave show hold then number,,162.5,100,162.5,96.45,"52,0,0,0",words,10,-1,0,3.84,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181817000
64aede7173193c702e103492,must how general hand hold lead high you line number,,168.65,100,168.65,94.5,"52,0,0,0",words,10,-1,1,3.7,0,2.88,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181809000
64aede6373193c702e103414,it good ask hold into think consider part feel will,,105.7,94.55,105.7,50.58,"51,0,0,0",words,10,-1,1,5.79,0,0.81,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181795000
64aede5773193c702e1033a0,if help possible he another begin out all present state,,148.65,100,148.65,73.03,"55,0,0,0",words,10,-1,0,4.44,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181783000
64aede4f73193c702e103349,however child between up one want people lead old use,,155.88,100,155.88,58.43,"53,0,0,0",words,10,-1,1,4.08,0,2.27,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181774000
64aede4273193c702e1032d5,keep must way for move way there that of line,,168.22,100,168.22,59.59,"45,0,0,0",words,10,-1,0,3.21,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181762000
64aede3a73193c702e10328f,no with face can begin on during might much should,,157.48,100,157.48,94.29,"50,0,0,0",words,10,-1,1,3.81,0,3.74,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181754000
64aede2d73193c702e10321f,lead day each all at person house call of again,,157.98,100,157.98,85.21,"47,0,0,0",words,10,-1,1,3.57,0,0.72,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181741000
64aede1a73193c702e10316e,many about look develop off early if little still he,,144.44,100,144.44,72.4,"52,0,0,0",words,10,-1,4,4.32,0,11.79,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181722000
64aede0173193c702e10309e,word point hold but before begin turn the way small,,163.64,100,163.64,96.96,"51,0,0,0",words,10,-1,1,3.74,0,1.17,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181697000
64aeddf573193c702e103035,what people ask first way nation and point over against,,136.91,94.55,147.65,74.94,"51,2,0,0",words,10,-1,0,4.47,0,0,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181685000
64aeddd973193c702e102f4e,too any eye never system people all they still who,,134.83,100,134.83,73.92,"50,0,0,0",words,10,-1,7,4.45,0,13.52,FALSE,FALSE,english,none,normal,FALSE,FALSE,FALSE,1689181657000
